COM_ACCOUNT#,,COM_COMPANYNAME,,,,COM_LOCKAR,COM_FINANCEDAYS,,AR_TOTAL,,AR_PAID,,Balance,,,L/U,,ML
"201,009.00",,LOS PIONEROS #1,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"201,012.00",,WOK EXPERIENCE CHINESE - RED,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"201,013.00",,NORTHSTAR RECYCLING,,,,,30,"42,216.62",,,"42,216.62",,0.00,,,,,
"201,015.00",,JALAPENOS GRILL,,,,,1,400.00,,,400.00,,0.00,,,,,
"201,016.00",,WING EMPIRE - EL CAJON,,,,,1,0.00,,,0.00,,0.00,,,,,
"201,017.00",,TACO SALSA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"201,018.00",,SHIMA JAPANESE,,,,,1,490.00,,,490.00,,0.00,,,,,
"201,019.00",,DAIRY QUEEN - OCEANSIDE,,,,,1,100.00,,,100.00,,0.00,,,,,
"201,020.00",,MC DONALD'S 1,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"201,021.00",,KATHLEEN DROBNICK,,,,Y,1,600.00,,,600.00,,0.00,,,,,
"201,022.00",,ANTONIO'S PIZZA,,,,,5,100.00,,,100.00,,0.00,,,,,
"201,023.00",,ROUND TABLE PIZZA-FONTANA,,,,,5,120.00,,,120.00,,0.00,,,,,
"201,026.00",,NOBLESSE GLOBAL,,,,,30,"1,307.00",,,"1,307.00",,0.00,,,,,
"201,027.00",,TAQUERIA LOS MAGELLES,,,,,1,200.00,,,200.00,,0.00,,,,,
"201,029.00",,AMBERWICK,,,,,30,"29,261.48",,,"28,847.96",,413.52,,,,,
"201,032.00",,ROCKVIEW FARMS,,,,,30,"1,500.00",,,"1,500.00",,0.00,,,,,
"201,033.00",,CHINA TOWN FAST FOOD-NORCO,,,,Y,5,528.00,,,528.00,,0.00,,,,,Y
"201,034.00",,BAKER COMM - STATER BROS - BB,,,,Y,30,"3,741.50",,,"3,741.50",,0.00,,,,Y,
"201,035.00",,BAKER COMM - STATER BROS - LA,,,,,30,"3,010.50",,,"3,010.50",,0.00,,,,,
"201,037.00",,ON & ON,,,,Y,5,0.00,,,0.00,,0.00,,,,,Y
"201,039.00",,HILTON GARDEN INN - FONTANA,,,,,30,252.00,,,252.00,,0.00,,,,,
"201,040.00",,PAM'S DONUT,,,,Y,1,70.00,,,70.00,,0.00,,,,,
"201,041.00",,CHINA TOWN FAST FOOD - LL,,,,Y,1,610.00,,,610.00,,0.00,,,,,
"201,043.00",,GRAND OAK STEAKHOUSE (HSR),,,,Y,30,"2,430.00",,,"2,430.00",,0.00,,,,Y,
"201,044.00",,LAGUNA GRILL,,,,,1,300.00,,,300.00,,0.00,,,,,
"201,049.00",,WINGSTOP - LA HABRA,,,,,5,576.00,,,576.00,,0.00,,,,,
"201,050.00",,WINGSTOP - LONG BEACH,,,,,5,"1,944.00",,,"1,944.00",,0.00,,,,,
"201,051.00",,CASTANEDAS - HEMET,,,,Y,30,324.00,,,324.00,,0.00,,,,Y,
"201,052.00",,CASTANEDAS - SAN JACINTO,,,,Y,30,405.00,,,405.00,,0.00,,,,Y,
"201,053.00",,CASTANEDAS - SAN BERNARDINO,,,,Y,30,864.00,,,864.00,,0.00,,,,Y,
"201,054.00",,CASTANEDAS - SUN CITY,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"201,055.00",,CASTANEDAS - CORONA,,,,Y,30,270.00,,,270.00,,0.00,,,,Y,
"201,056.00",,CASTANEDAS - AZUSA,,,,Y,30,270.00,,,270.00,,0.00,,,,Y,
"201,057.00",,DOUBLE TREE - SAN BERNARDINO,,,,,30,813.50,,,688.50,,125.00,,,,,
"201,058.00",,RESTAURANTE SALVADORENO,,,,Y,5,607.50,,,607.50,,0.00,,,,,
"201,059.00",,JOGUE INC,,,,,30,"1,620.00",,,"1,620.00",,0.00,,,,,
"201,083.00",,FAMILY FISH MARKET,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"201,100.00",,LITTLE BEIJING,,,,,30,240.00,,,240.00,,0.00,,,,,
"201,139.00",,SA RECYCLING,,,,Y,1,-463.70,,,-463.70,,0.00,,,,,
"201,141.00",,PRONTO FOOD MARKET,,,,,1,250.00,,,250.00,,0.00,,,,,
"201,144.00",,INLAND EMPIRE ***DO NOT USE***,,,,,1,0.00,,,0.00,,0.00,,,,,
"201,145.00",,GREEN CRUSH - MONROVIA,,,,,30,"2,268.00",,,"2,268.00",,0.00,,,,,
"201,146.00",,"BURRTEC WASTE INDUSTRIES, INC.",,,,,30,"35,475.46",,,"33,879.06",,"1,596.40",,,,,
"201,147.00",,POPEYES - SAN BERN - HIGHLAND,,,,Y,30,"1,170.00",,,870.00,,300.00,,,,Y,
"201,148.00",,LYTLE CREEK ELEMENTARY,,,,,30,360.00,,,360.00,,0.00,,,,,Y
"201,149.00",,CURTIS MIDDLE SCHOOL,,,,,30,576.00,,,576.00,,0.00,,,,,Y
"201,150.00",,DEL ROSA ELEMENTARY,,,,,30,"5,503.00",,,"4,993.00",,510.00,,,,,
"201,151.00",,NAYARIT RESTAURANT,,,,,1,270.00,,,270.00,,0.00,,,,,
"201,152.00",,VINTAGE STEAKHOUSE,,,,Y,30,540.00,,,540.00,,0.00,,,,Y,Y
"201,153.00",,LAS FUENTES - YUCAIPA,,,,Y,1,"1,440.00",,,"1,080.00",,360.00,,,,Y,
"201,154.00",,BANZAI,,,,Y,5,"2,160.00",,,"2,160.00",,0.00,,,,,
"201,156.00",,TZU CHI GREAT LOVE KINDER,,,,Y,5,945.00,,,945.00,,0.00,,,,,
"201,157.00",,INTRAYAMI PERUVIAN,,,,Y,1,650.00,,,650.00,,0.00,,,,,
"201,158.00",,AMAPOLA RICO TACO - BASELINE,,,,,1,0.00,,,0.00,,0.00,,,,,
"201,160.00",,ALFA PLAZA LLC,,,,Y,1,855.81,,,330.81,,525.00,,,,Y,
"201,163.00",,LA BAMBA PUPUSERIA,,,,Y,1,480.00,,,480.00,,0.00,,,,,Y
"201,164.00",,SHAMROCKS PUB & GRILL,,,,Y,5,"2,100.00",,,"1,800.00",,300.00,,,,Y,
"201,165.00",,MARISCOS LAS PALMAS,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"201,166.00",,THAI KITCHEN,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"201,167.00",,HEART OF THE HOUSE,,,,Y,1,660.00,,,660.00,,0.00,,,,,
"201,168.00",,BEAUMONT CAFE,,,,Y,1,960.00,,,960.00,,0.00,,,,,
"201,169.00",,SIERRA NOODLE HOUSE,,,,Y,5,"1,350.00",,,"1,350.00",,0.00,,,,,
"201,170.00",,MIMI'S DONUTS & ICE CREAM,,,,,5,480.00,,,480.00,,0.00,,,,,
"201,174.00",,ZAIT BISTRO,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"201,177.00",,ROMEO CUCINA,,,,Y,1,220.00,,,220.00,,0.00,,,,,Y
"201,178.00",,CHRONIC TACOS - LAGUNA NIGUEL,,,,,1,0.00,,,0.00,,0.00,,,,,
"201,179.00",,STARBUCKS/SUSIE CAKES,,,,Y,1,300.00,,,300.00,,0.00,,,,,Y
"201,180.00",,FLAME BROILER - LAGUNA NIGUEL,,,,Y,1,300.00,,,300.00,,0.00,,,,,Y
"201,181.00",,THAI BITE,,,,Y,1,150.00,,,150.00,,0.00,,,,,Y
"201,182.00",,WABA GRILL - LAGUNA NIGUEL,,,,Y,1,125.00,,,125.00,,0.00,,,,,Y
"201,183.00",,SIGNATURE SPORTS BAR,,,,Y,1,150.00,,,150.00,,0.00,,,,,Y
"201,184.00",,CHINA MOON - LAGUNA NIGUEL,,,,Y,1,50.00,,,50.00,,0.00,,,,,Y
"201,185.00",,BISTRO K,,,,Y,1,240.00,,,240.00,,0.00,,,,,Y
"201,186.00",,J.T. FOODS - PROTOR,,,,,30,0.00,,,0.00,,0.00,,,,,
"201,188.00",,ASIA SEAFOOD BUFFET,,,,Y,1,"1,360.00",,,"1,360.00",,0.00,,,,,Y
"201,189.00",,MONGOLIAN BBQ,,,,,1,"1,320.00",,,990.00,,330.00,,,,Y,
"201,193.00",,NONNO'S RISTORANTE,,,,Y,1,675.00,,,675.00,,0.00,,,,,
"201,195.00",,ABS PROPERTY MANAGEMENT,,,,,1,"9,720.00",,,"9,720.00",,0.00,,,,,
"201,196.00",,EL RANCHO MEXICAN RESTAURANT,,,,Y,1,722.00,,,722.00,,0.00,,,,,
"201,201.00",,E.G. PRIME FOOD INC.,,,,Y,30,"3,200.00",,,"3,200.00",,0.00,,,,Y,
"201,202.00",,CHIPOLTE - RIALTO,,,,,1,450.00,,,450.00,,0.00,,,,,
"201,208.00",,GERMAN DELI,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"201,209.00",,THE TACO SHOP,,,,Y,5,620.00,,,620.00,,0.00,,,,,
"201,210.00",,"ALPHA PETROLEUM TRANSPORT, INC.",,,,Y,30,958.48,,,401.44,,557.04,,,,Y,
"201,212.00",,"BHJ USA, INC-FRESNO",,,,,30,"102,845.40",,,"95,261.60",,"7,583.80",,,,,
"201,213.00",,HIMALAYAN RESTAURANT,,,,Y,1,350.00,,,350.00,,0.00,,,,,
"201,214.00",,ROYAL THAI CAFE,,,,Y,1,332.50,,,332.50,,0.00,,,,,
"201,215.00",,HIGH DESERT JUVENILE DETENTION-SB,,,,,30,330.00,,,0.00,,330.00,,,,,
"201,216.00",,HAMPTON INN & SUITES,,,,,1,"1,075.00",,,"1,075.00",,0.00,,,,,
"201,217.00",,DYNASTY,,,,Y,1,875.00,,,875.00,,0.00,,,,,
"201,220.00",,THAI AIR CUISINE,,,,Y,1,270.00,,,270.00,,0.00,,,,,
"201,222.00",,CRIMSON RENEWABLE ENERGY,,,,,30,"1,936,773.41",,,"1,907,721.81",,"29,051.60",,,,,
"201,225.00",,CARROWS RESTAURANT,,,,,1,520.00,,,520.00,,0.00,,,,,
"201,226.00",,J.N GREASE,,,,,30,"6,407.19",,,"6,407.19",,0.00,,,,,
"201,232.00",,TITAN INDUSTRIAL METAL CORP,,,,,30,627.62,,,627.62,,0.00,,,,,
"201,234.00",,UNITED PUMPING SERVICES INC,,,,,30,"7,099.17",,,"7,099.17",,0.00,,,,,
"201,237.00",,THE BAR AND GRILL COMPANY,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"201,238.00",,STARLITE RECLAMATION ENVR. SRV,,,,,30,841.73,,,841.73,,0.00,,,,,
"201,239.00",,WESTERN ENVIRONMENTAL SERVICES,,,,,30,684.10,,,684.10,,0.00,,,,,
"201,242.00",,JUAN POLLO - LP,,,,Y,1,"1,200.00",,,900.00,,300.00,,,,Y,
"201,246.00",,"THE EXCLUSIVE POULTRY, INC.",,,,Y,1,0.00,,,0.00,,0.00,,,,,
"201,247.00",,"ORANGE COUNTY PUMPING, INC.",,,,,30,"39,252.15",,,"36,067.40",,"3,184.75",,,,,
"201,248.00",,INLAND PUMPING,,,,,30,"10,662.17",,,"10,662.17",,0.00,,,,,
"201,250.00",,LINK INTERNATIONAL,,,,,7,625.00,,,500.00,,125.00,,,,,
"201,251.00",,JR GREASE TRAP CORP (DAILY),,,,Y,60,"134,423.67",,,"41,226.94",,"93,196.73",,,,Y,
"201,254.00",,MARU SUSHI- SPARKS ENT.,,,,,30,405.00,,,0.00,,405.00,,,,,
"201,255.00",,BONCHON-KICKINCRAB (SPARKS ENT),,,,,30,405.00,,,0.00,,405.00,,,,,
"201,256.00",,PIELOGY-WABAGRILL (CYPRESS VILLAGE),,,,,30,405.00,,,0.00,,405.00,,,,,
"201,257.00",,BURGER BOSS- 85 DEGREES,,,,,30,810.00,,,405.00,,405.00,,,,,
1,,,,,,,,,,,,,,,,,,
